Date,Kandy,Dambulla
2018-08-08,220.00-230.00,250.00-300.00
2018-08-10,100.00-110.00,70.00-110.00
2018-08-11,260.00-270.00,250.00--280.00
2018-08-13,290.00-300.00,260.00-320.00
2018-08-14,300.00-320.00,280.00-340.00
2018-08-15,280.00-300.00,300.00-340.00
2018-08-16,280.00-300.00,260.00-330.00
2018-08-17,290.00-300.00,280.00-330.00
2018-08-20,260.00-280.00,270.00-330.00
2018-08-21,260.00-280.00,270.00-340.00
2018-08-23,270.00-280.00,270.00-330.00
2018-08-24,290.00-300.00,260.00-320.00
2018-08-27,280.00-300.00,250.00-300.00
2018-08-28,270.00-280.00,260.00-310.00
2018-08-29,250.00-270.00,260.00-320.00
2018-09-01,90.00-100.00,85.00--110.00
2018-09-02,70.00-80.00,70.00-90.00
2018-09-03,,70.00-90.00
2018-09-04,90.00-100.00,60.00-85.00
2018-09-05,110.00-120.00,80.00--120.00
2018-09-07,160.00-180.00,180.00-225.00
2018-09-08,270.00-280.00,260.00-285.00
2018-09-10,90.00-100.00,60.00-90.00
2018-09-11,220.00-240.00,155.00--220.00
2018-09-13,200.00-220.00,180.00-220.00
2018-09-14,190.00-200.00,150.00-210.00
2018-09-17,180.00-200.00,150.00-210.00
2018-09-18,150.00-170.00,150.00-220.00
2018-09-19,150.00-170.00,120.00-170.00
2018-09-20,130.00-150.00,130.00-170.00
2018-09-21,130.00-150.00,130.00-155.00
2018-09-25,140.00-150.00,120.00-140.00
2018-09-26,140.00-150.00,110.00-140.00
2018-09-27,120.00-130.00,110.00-150.00
2018-09-28,100.00-120.00,110.00-150.00
2018-10-01,80.00-90.00,70.00-90.00
2018-10-04,60.00-70.00,70.00-90.00
2018-10-05,110.00-120.00,110.00--145.00
2018-10-07,170.00-190.00,180.00-200.00
2018-10-08,270.00-280.00,220.00-280.00
2018-10-09,250.00-260.00,230.00-260.00
2018-10-10,100.00-110.00,60.00-100.00
2018-10-12,170.00-180.00,150.00-180.00
2018-10-15,170.00-180.00,150.00-170.00
2018-10-16,150.00-160.00,120.00-160.00
2018-10-17,150.00-160.00,125.00-150.00
2018-10-18,160.00-170.00,110.00-150.00
2018-10-19,140.00-150.00,110.00-140.00
2018-10-22,130.00-140.00,110.00-140.00
2018-10-23,150.00-160.00,110.00-140.00
2018-10-25,130.00-140.00,110.00-150.00
2018-10-26,140.00-150.00,110.00-140.00
2018-10-29,180.00-190.00,165.00-200.00
2018-10-30,180.00-190.00,155.00-190.00
2018-10-31,170.00-180.00,165.00-230.00
2018-11-01,80.00-90.00,80.00--115.00
2018-11-04,80.00-90.00,70.00--100.00
2018-11-05,110.00-120.00,100.00--120.00
2018-11-06,200.00-220.00,200.00--230.00
2018-11-07,170.00-180.00,180.00-210.00
2018-11-09,260.00-270.00,200.00-250.00
2018-11-10,120.00-130.00,70.00-110.00
2018-11-12,180.00-200.00,140.00-170.00
2018-11-13,220.00-240.00,170.00--220.00
2018-11-14,240.00-250.00,230.00--280.00
2018-11-15,260.00-280.00,250.00--300.00
2018-11-16,280.00-300.00,240.00--300.00
2018-11-19,250.00-270.00,200.00--240.00
2018-11-21,250.00-260.00,270.00--300.00
2018-11-23,250.00-270.00,230.00--280.00
2018-11-26,240.00-250.00,250.00--290.00
2018-11-27,250.00-270.00,250.00--280.00
2018-11-28,210.00-230.00,220.00--280.00
2018-11-29,230.00-240.00,220.00-280.00
2018-11-30,230.00-240.00,220.00-270.00
2018-12-01,90.00-100.00,65.00-85.00
2018-12-02,90.00-100.00,100.00--125.00
2018-12-03,70.00-80.00,60.00-80.00
2018-12-04,90.00-100.00,80.00--110.00
2018-12-06,250.00-260.00,230.00-250.00
2018-12-07,180.00-200.00,170.00-200.00
2018-12-09,200.00-220.00,160.00-230.00
2018-12-10,110.00-120.00,90.00-120.00
2018-12-11,220.00-240.00,190.00--250.00
2018-12-12,170.00-180.00,120.00-150.00
2018-12-13,160.00-170.00,120.00--150.00
2018-12-14,150.00-160.00,150.00--175.00
2018-12-17,140.00-160.00,110.00--150.00
2018-12-18,160.00-170.00,100.00--145.00
2018-12-19,150.00-160.00,100.00--140.00
2018-12-20,120.00-130.00,80.00--120.00
2018-12-21,100.00-120.00,80.00--110.00
2018-12-24,110.00-120.00,80.00--110.00
2018-12-26,110.00-120.00,80.00--110.00
2018-12-27,100.00-110.00,80.00--120.00
2018-12-28,100.00-110.00,70.00--110.00
2018-12-31,100.00-120.00,80.00--120.00
2019-01-01,,80.00--120.00
2019-01-02,70.00-80.00,70.00-90.00
2019-01-03,70.00-80.00,50.00-85.00
2019-01-04,70.00-80.00,60.00-85.00
2019-01-07,120.00-130.00,90.00-120.00
2019-01-10,60.00-70.00,50.00-65.00
2019-01-11,160.00-180.00,135.00-150.00
2019-01-14,90.00-100.00,60.00--100.00
2019-01-16,70.00-80.00,60.00--100.00
2019-01-17,80.00-90.00,60.00--100.00
2019-01-18,90.00-100.00,70.00--100.00
2019-01-21,,65.00-90.00
2019-01-22,70.00-80.00,60.00-90.00
2019-01-23,80.00-90.00,65.00-80.00
2019-01-24,60.00-70.00,65.00-75.00
2019-01-25,60.00-70.00,60.00-80.00
2019-01-28,90.00-100.00,60.00-90.00
2019-01-29,100.00-110.00,55.00-90.00
2019-01-30,90.00-100.00,60.00-90.00
2019-01-31,80.00-90.00,60.00-90.00
2019-02-01,90.00-100.00,80.00--110.00
2019-02-04,70.00-80.00,60.00-85.00
2019-02-05,70.00-80.00,45.00-70.00
2019-02-07,110.00-120.00,100.00-125.00
2019-02-08,90.00-100.00,80.00-100.00
2019-02-10,70.00-80.00,55.00-70.00
2019-02-12,200.00-210.00,160.00-200.00
2019-02-13,70.00-80.00,50.00-90.00
2019-02-14,70.00-80.00,70.00-90.00
2019-02-15,80.00-90.00,70.00-90.00
2019-02-18,90.00-100.00,60.00-80.00
2019-02-20,70.00-80.00,60.00-90.00
2019-02-21,70.00-80.00,65.00-85.00
2019-02-22,80.00-90.00,70.00--100.00
2019-02-25,70.00-80.00,65.00-90.00
2019-02-26,80.00-90.00,70.00-90.00
2019-02-27,70.00-80.00,70.00-95.00
2019-02-28,80.00-90.00,80.00-95.00
2019-03-01,90.00-100.00,65.00-90.00
2019-03-04,70.00-80.00,80.00-120.00
2019-03-05,70.00-80.00,50.00-90.00
2019-03-06,140.00-150.00,110.00-150.00
2019-03-07,110.00-120.00,130.00-160.00
2019-03-09,70.00-80.00,65.00-80.00
2019-03-10,70.00-80.00,50.00-60.00
2019-03-12,190.00-200.00,160.00-230.00
2019-03-13,70.00-80.00,70.00-100.00
2019-03-14,70.00-80.00,65.00-90.00
2019-03-15,70.00-80.00,65.00-90.00
2019-03-18,80.00-90.00,70.00-90.00
2019-03-19,80.00-90.00,70.00-90.00
2019-03-21,80.00-90.00,60.00-65.00
2019-03-22,70.00-80.00,65.00-85.00
2019-03-25,70.00-80.00,60.00-80.00
2019-03-26,70.00-80.00,65.00-85.00
2019-03-27,60.00-70.00,60.00-85.00
2019-03-28,70.00-80.00,65.00-85.00
2019-03-29,70.00-80.00,60.00-85.00
2019-04-01,85.00-100.00,60.00-90.00
2019-04-04,80.00-90.00,80.00-100.00
2019-04-06,140.00-150.00,130.00-170.00
2019-04-07,120.00-130.00,125.00-150.00
2019-04-09,70.00-80.00,70.00-90.00
2019-04-10,70.00-80.00,60.00-75.00
2019-04-11,180.00-200.00,150.00-200.00
2019-04-12,190.00-200.00,170.00-200.00
2019-04-17,90.00-100.00,65.00-80.00
2019-04-18,80.00-90.00,70.00-90.00
2019-04-23,70.00-80.00,70.00-100.00
2019-04-24,90.00-100.00,70.00-85.00
2019-04-25,70.00-80.00,80.00-90.00
2019-04-26,70.00-80.00,60.00-75.00
2019-04-29,80.00-90.00,60.00-85.00
2019-04-30,70.00-80.00,40.00-60.00
2019-05-02,70.00-80.00,60.00-80.00
2019-05-03,70.00-80.00,55.00-85.00
2019-05-04,80.00-90.00,60.00-85.00
2019-05-07,140.00-150.00,140.00-160.00
2019-05-09,70.00-80.00,70.00-85.00
2019-05-11,180.00-190.00,160.00-200.00
2019-05-12,190.00-200.00,190.00-250.00
2019-05-13,140.00-150.00,110.00-140.00
2019-05-14,120.00-130.00,110.00-150.00
2019-05-15,120.00-130.00,120.00-150.00
2019-05-16,120.00-130.00,140.00-170.00
2019-05-17,130.00-140.00,140.00-170.00
2019-05-21,160.00-170.00,140.00-185.00
2019-05-22,150.00-160.00,140.00-170.00
2019-05-23,150.00-160.00,140.00-185.00
2019-05-27,150.00-160.00,140.00-180.00
2019-05-28,130.00-140.00,120.00-160.00
2019-05-29,140.00-150.00,120.00-160.00
2019-05-30,140.00-150.00,100.00-130.00
2019-05-31,140.00-150.00,100.00-130.00
2019-06-02,70.00-80.00,65.00-85.00
2019-06-03,70.00-80.00,60.00-85.00
2019-06-05,70.00-80.00,70.00-90.00
2019-06-06,130.00-140.00,110.00-140.00
2019-06-08,90.00-100.00,65.00-85.00
2019-06-09,70.00-80.00,70.00-85.00
2019-06-11,180.00-190.00,150.00-190.00
2019-06-12,200.00-210.00,190.00-250.00
2019-06-13,130.00-140.00,120.00-140.00
2019-06-14,130.00-140.00,110.00-130.00
2019-06-17,130.00-140.00,120.00-140.00
2019-06-18,120.00-130.00,120.00-140.00
2019-06-19,130.00-140.00,120.00-140.00
2019-06-20,120.00-130.00,90.00-120.00
2019-06-21,130.00-140.00,90.00-110.00
2019-06-24,120.00-130.00,85.00-130.00
2019-06-25,120.00-130.00,70.00-120.00
2019-06-26,120.00-130.00,80.00-130.00
2019-06-27,120.00-130.00,80.00-110.00
2019-06-28,110.00-120.00,80.00-110.00
2019-07-01,70.00-80.00,60.00-85.00
2019-07-02,70.00-80.00,60.00-85.00
2019-07-03,70.00-80.00,50.00-85.00
2019-07-05,70.00-80.00,80.00-90.00
2019-07-06,130.00-140.00,120.00-140.00
2019-07-08,80.00-90.00,70.00-90.00
2019-07-10,85.00-100.00,80.00-100.00
2019-07-11,170.00-180.00,180.00-215.00
2019-07-15,120.00-130.00,110.00-140.00
2019-07-17,120.00-130.00,100.00-120.00
2019-07-18,120.00-130.00,90.00-120.00
2019-07-19,120.00-130.00,120.00-140.00
2019-07-23,110.00-120.00,70.00-100.00
2019-07-24,90.00-100.00,90.00-120.00
2019-07-25,85.00-100.00,60.00-100.00
2019-07-26,90.00-100.00,60.00-100.00
2019-07-29,90.00-100.00,80.00-100.00
2019-07-30,90.00-100.00,70.00-90.00
2019-08-01,70.00-80.00,50.00-70.00
2019-08-02,60.00-70.00,70.00--100.00
2019-08-03,70.00-80.00,60.00-85.00
2019-08-04,80.00-90.00,50.00-70.00
2019-08-05,80.00-90.00,65.00-70.00
2019-08-07,130.00-140.00,120.00-140.00
2019-08-08,70.00-80.00,70.00-80.00
2019-08-10,90.00-100.00,85.00-110.00
2019-08-11,200.00-210.00,150.00-200.00
2019-08-13,90.00-100.00,60.00-85.00
2019-08-15,80.00-90.00,65.00-80.00
2019-08-16,80.00-90.00,65.00-85.00
2019-08-19,70.00-80.00,50.00-65.00
2019-08-20,70.00-80.00,50.00-70.00
2019-08-21,70.00-80.00,50.00-70.00
2019-08-22,70.00-80.00,55.00-70.00
2019-08-23,70.00-80.00,70.00-90.00
2019-08-26,70.00-85.00,55.00-70.00
2019-08-27,60.00-75.00,50.00-70.00
2019-08-28,50.00-60.00,50.00-70.00
2019-08-29,60.00-70.00,50.00-70.00
2019-08-30,50.00-60.00,45.00-65.00
2019-09-01,70.00-80.00,60.00-75.00
2019-09-04,70.00-80.00,70.00-90.00
2019-09-05,100.00-110.00,100.00-130.00
2019-09-07,110.00-120.00,120.00-140.00
2019-09-08,70.00-80.00,70.00-95.00
2019-09-09,70.00-80.00,60.00-80.00
2019-09-10,100.00-110.00,80.00-110.00
2019-09-12,220.00-230.00,170.00-230.00
2019-09-16,70.00-80.00,60.00-75.00
2019-09-17,70.00-80.00,60.00-80.00
2019-09-18,70.00-80.00,65.00-75.00
2019-09-19,70.00-80.00,50.00-70.00
2019-09-20,70.00-80.00,50.00-70.00
2019-09-24,60.00-70.00,65.00-80.00
2019-09-25,60.00-70.00,50.00-65.00
2019-09-26,60.00-70.00,60.00-75.00
2019-09-27,60.00-70.00,55.00-65.00
2019-09-30,60.00-70.00,65.00-75.00
2019-10-01,70.00-80.00,45.00-70.00
2019-10-04,70.00-80.00,70.00-110.00
2019-10-05,100.00-110.00,130.00-170.00
2019-10-06,140.00-150.00,110.00-135.00
2019-10-07,110.00-120.00,120.00-135.00
2019-10-09,70.00-80.00,60.00-75.00
2019-10-10,100.00-110.00,80.00-110.00
2019-10-12,230.00-240.00,170.00-240.00
2019-10-14,100.00-110.00,85.00-120.00
2019-10-15,100.00-110.00,85.00-120.00
2019-10-16,90.00-100.00,75.00-100.00
2019-10-17,90.00-100.00,85.00-115.00
2019-10-18,90.00-100.00,90.00-120.00
2019-10-21,120.00-130.00,100.00-120.00
2019-10-22,110.00-120.00,100.00-120.00
2019-10-23,100.00-110.00,100.00-115.00
2019-10-24,120.00-130.00,110.00-140.00
2019-10-25,120.00-130.00,110.00-130.00
2019-10-28,180.00-190.00,170.00-220.00
2019-10-29,230.00-250.00,230.00-280.00
2019-10-30,220.00-240.00,150.00-200.00
2019-11-01,70.00-80.00,48.00-65.00
2019-11-02,70.00-80.00,70.00--100.00
2019-11-03,70.00-80.00,60.00-85.00
2019-11-04,70.00-80.00,70.00-90.00
2019-11-06,140.00-150.00,120.00-140.00
2019-11-07,110.00-120.00,100.00-130.00
2019-11-10,90.00-100.00,80.00-105.00
2019-11-11,230.00-240.00,170.00-250.00
2019-11-13,230.00-250.00,170.00-220.00
2019-11-14,220.00-240.00,170.00-200.00
2019-11-15,200.00-220.00,180.00-240.00
2019-11-18,,300.00-340.00
2019-11-19,250.00-270.00,200.00-260.00
2019-11-20,250.00-270.00,180.00-250.00
2019-11-21,220.00-240.00,150.00-230.00
2019-11-22,220.00-230.00,140.00-220.00
2019-11-25,200.00-220.00,140.00-200.00
2019-11-26,180.00-200.00,120.00-220.00
2019-11-27,180.00-200.00,150.00-190.00
2019-11-28,180.00-200.00,110.00-190.00
2019-11-29,190.00-200.00,160.00-230.00
2019-12-02,70.00-80.00,70.00-90.00
2019-12-03,70.00-80.00,50.00-75.00
2019-12-04,90.00-100.00,80.00-100.00
2019-12-06,120.00-130.00,120.00-140.00
2019-12-07,110.00-120.00,90.00-120.00
2019-12-09,70.00-80.00,60.00-70.00
2019-12-12,200.00-220.00,200.00-250.00
2019-12-13,230.00-240.00,200.00-260.00
2019-12-16,250.00-260.00,230.00-270.00
2019-12-17,250.00-260.00,200.00-280.00
2019-12-18,250.00-260.00,250.00-280.00
2019-12-19,280.00-290.00,200.00-280.00
2019-12-20,290.00-300.00,260.00-320.00
2019-12-23,250.00-280.00,160.00-200.00
2019-12-24,280.00-300.00,200.00-280.00
2019-12-26,280.00-300.00,240.00-275.00
2019-12-27,290.00-300.00,220.00-270.00
2019-12-30,300.00-320.00,220.00-270.00
2019-12-31,320.00-330.00,270.00-330.00
2020-01-01,,280.00--330.00
2020-01-07,120.00--130.00,100.00--120.00
2020-01-10,130.00--140.00,120.00--150.00
2020-01-12,150.00--160.00,160.00--180.00
2020-01-13,420.00--430.00,350.00-440.00
2020-01-14,350.00--380.00,330.00--380.00
2020-01-16,370.00--390.00,340.00-430.00
2020-01-17,380.00--400.00,360.00-440.00
2020-01-20,380.00--400.00,300.00-420.00
2020-01-21,360.00--380.00,280.00-380.00
2020-01-22,360.00--380.00,270.00-400.00
2020-01-23,350.00--370.00,340.00-420.00
2020-01-24,320.00--330.00,320.00-410.00
2020-01-27,350.00--370.00,260.00-350.00
2020-01-28,380.00--400.00,300.00-400.00
2020-01-29,430.00--450.00,370.00-450.00
2020-01-30,450.00--480.00,350.00-470.00
2020-01-31,450.00--480.00,380.00-460.00
2020-02-01,330.00--350.00,280.00--330.00
2020-02-03,120.00--130.00,110.00-150.00
2020-02-07,120.00--130.00,90.00--120.00
2020-02-09,110.00--120.00,80.00--130.00
2020-02-10,130.00--140.00,120.00--150.00
2020-02-11,110.00--120.00,70.00--100.00
2020-02-12,170.00--180.00,170.00--190.00
2020-02-14,250.00--270.00,240.00-310.00
2020-02-17,170.00--180.00,130.00-170.00
2020-02-18,150.00--160.00,90.00-140.00
2020-02-19,150.00--160.00,160.00-190.00
2020-02-20,150.00--170.00,120.00-170.00
2020-02-24,170.00--180.00,170.00-230.00
2020-02-25,180.00--200.00,160.00-180.00
2020-02-26,180.00--200.00,140.00-190.00
2020-02-27,160.00--180.00,120.00-150.00
2020-02-28,140.00--150.00,110.00-140.00
2020-03-01,370.00--380.00,350.00--400.00
2020-03-02,400.00--420.00,360.00-420.00
2020-03-03,120.00--130.00,110.00-140.00
2020-03-07,130.00--140.00,90.00--130.00
2020-03-09,110.00--120.00,90.00--120.00
2020-03-11,120.00--130.00,150.00--180.00
2020-03-12,150.00--160.00,150.00--180.00
2020-03-13,150.00--160.00,140.00--160.00
2020-04-03,130.00--140.00,115.00--135.00
2020-04-08,80.00--90.00,80.00--100.00
2020-04-09,110.00--120.00,110.00--130.00
2020-04-11,130.00--140.00,150.00--180.00
2020-04-12,160.00--170.00,170.00--200.00
2020-05-02,350.00--370.00,300.00-400.00
2020-05-03,180.00--190.00,140.00-170.00
2020-05-10,130.00--140.00,120.00--140.00
2020-05-11,130.00--140.00,130.00--150.00
2020-06-01,350.00--360.00,280.00--370.00
2020-06-03,170.00--180.00,140.00-180.00
2020-06-07,110.00--120.00,90.00--120.00
2020-06-08,,100.00--140.00
2020-06-10,130.00--140.00,110.00--140.00
2020-06-11,120.00--130.00,100.00--130.00
2020-06-15,140.00--150.00,100.00-130.00
2020-06-16,130.00--140.00,100.00-120.00
2020-06-17,120.00--130.00,100.00-130.00
2020-06-18,120.00--130.00,90.00-120.00
2020-06-19,110.00--120.00,70.00-100.00
2020-06-22,120.00--130.00,80.00-120.00
2020-06-23,120.00--130.00,120.00-140.00
2020-06-24,140.00--150.00,110.00-150.00
2020-06-25,150.00--160.00,120.00--150.00
2020-06-26,140.00--150.00,100.00--130.00
2020-06-29,130.00--140.00,100.00-140.00
2020-06-30,130.00--140.00,90.00-130.00
2020-07-01,330.00--350.00,280.00--350.00
2020-07-07,100.00--110.00,90.00--120.00
2020-07-08,120.00--130.00,110.00--140.00
2020-07-09,110.00--120.00,90.00--130.00
2020-07-10,120.00--130.00,130.00--160.00
2020-07-12,150.00--160.00,120.00--140.00
2020-07-13,110.00--120.00,80.00--120.00
2020-07-14,120.00--130.00,70.00--120.00
2020-07-15,100.00--110.00,75.00--110.00
2020-07-16,90.00--100.00,70.00--110.00
2020-07-17,100.00--110.00,75.00--110.00
2020-07-20,100.00--110.00,70.00--100.00
2020-07-21,100.00--110.00,60.00--90.00
2020-07-22,80.00--90.00,65.00--90.00
2020-07-23,90.00--100.00,70.00--100.00
2020-07-24,80.00--90.00,70.00--90.00
2020-07-27,90.00--100.00,70.00--100.00
2020-07-28,90.00--100.00,65.00--100.00
2020-07-29,70.00--80.00,70.00--100.00
2020-07-30,90.00--100.00,70.00--90.00
2020-07-31,100.00--110.00,75.00--100.00
2020-08-01,280.00--300.00,220.00--300.00
2020-08-07,100.00--110.00,80.00--120.00
2020-08-09,120.00--130.00,90.00--130.00
2020-08-10,130.00--140.00,110.00--140.00
2020-08-12,150.00--160.00,70.00--120.00
2020-08-13,80.00--90.00,70.00--100.00
2020-08-14,80.00--90.00,65.00--90.00
2020-08-17,70.00-80.00,70.00-90.00
2020-08-18,80.00--90.00,70.00--90.00
2020-08-19,90.00--100.00,60.00--75.00
2020-08-20,90.00--100.00,65.00--90.00
2020-08-21,80.00--90.00,70.00--100.00
2020-08-24,120.00--130.00,90.00--130.00
2020-08-25,130.00--140.00,90.00--130.00
2020-08-26,120.00--130.00,85.00--120.00
2020-08-27,120.00--130.00,100.00--130.00
2020-08-28,120.00--130.00,80.00--110.00
2020-09-01,300.00--310.00,280.00-320.00
2020-09-07,90.00--100.00,80.00--110.00
2020-09-09,110.00--120.00,100.00--130.00
2020-09-10,120.00--130.00,100.00--130.00
2020-09-11,120.00--130.00,110.00--140.00
2020-09-12,,110.00--140.00
2020-09-14,120.00--130.00,120.00--150.00
2020-09-15,130.00--140.00,120.00--150.00
2020-09-16,130.00--140.00,100.00--140.00
2020-09-17,140.00--150.00,110.00--150.00
2020-09-18,140.00--150.00,100.00--130.00
2020-09-21,150.00--160.00,140.00--160.00
2020-09-22,150.00--160.00,130.00--160.00
2020-09-23,140.00--150.00,120.00--150.00
2020-09-24,140.00--150.00,120.00--150.00
2020-09-25,140.00--150.00,130.00--160.00
2020-09-28,130.00--140.00,120.00--150.00
2020-09-29,130.00--140.00,120.00--150.00
2020-09-30,140.00--150.00,120.00--150.00
2020-10-03,150.00--160.00,130.00-160.00
2020-10-07,110.00--120.00,90.00--120.00
2020-10-08,80.00--90.00,40.00--85.00
2020-10-09,110.00--120.00,100.00--130.00
2020-10-11,130.00--140.00,140.00--160.00
2020-10-13,110.00--120.00,90.00--120.00
2020-10-14,110.00--120.00,90.00--120.00
2020-10-15,110.00--120.00,90.00--120.00
2020-10-16,110.00--120.00,110.00--140.00
2020-10-19,110.00--120.00,100.00--125.00
2020-10-20,100.00--120.00,100.00--130.00
2020-10-21,120.00--130.00,90.00--125.00
2020-10-22,130.00--140.00,100.00--130.00
2020-10-23,120.00--130.00,100.00--120.00
2020-10-26,130.00--140.00,110.00--130.00
2020-10-27,110.00--120.00,100.00--130.00
2020-10-28,110.00--120.00,90.00--120.00
2020-10-29,130.00--140.00,120.00--140.00
2020-11-03,140.00--150.00,130.00-150.00
2020-11-08,90.00--100.00,60.00--90.00
2020-11-09,110.00--120.00,110.00--140.00
2020-11-11,130.00--140.00,110.00--140.00
2020-11-12,150.00--160.00,120.00--150.00
2020-11-13,140.00--150.00,120.00--140.00
2020-11-16,160.00--170.00,180.00--200.00
2020-11-17,160.00--170.00,150.00--180.00
2020-11-18,150.00--160.00,125.00--150.00
2020-11-19,140.00--150.00,120.00--150.00
2020-11-20,140.00--150.00,100.00--130.00
2020-11-23,150.00--160.00,110.00--140.00
2020-11-24,150.00--160.00,110.00--140.00
2020-11-25,140.00--150.00,120.00--140.00
2020-11-26,140.00--150.00,120.00--145.00
2020-11-27,150.00--160.00,
2020-11-30,150.00--160.00,120.00--150.00
2020-12-03,140.00--150.00,130.00-150.00
2020-12-08,90.00--100.00,80.00--110.00
2020-12-10,130.00--140.00,90.00--120.00
2020-12-11,140.00--150.00,140.00--160.00
2020-12-14,140.00--150.00,140.00--170.00
2020-12-15,140.00--150.00,150.00--170.00
2020-12-16,130.00--140.00,150.00--170.00
2020-12-17,130.00--140.00,110.00--140.00
2020-12-18,130.00--140.00,140.00--160.00
2020-12-21,120.00--130.00,110.00--130.00
2020-12-22,120.00--130.00,110.00--130.00
2020-12-23,100.00--120.00,110.00--130.00
2020-12-24,130.00--140.00,80.00--120.00
2020-12-28,100.00--110.00,100.00--130.00
2020-12-30,110.00--120.00,90.00--110.00
2020-12-31,130.00--140.00,90.00--110.00
2021-01-01,120.00--130.00,140.00--160.00
2021-01-02,150.00--160.00,200.00--240.00
2021-01-03,160.00--170.00,160.00--200.00
2021-01-04,120.00--130.00,90.00--120.00
2021-01-07,120.00--130.00,130.00--140.00
2021-01-09,80.00--100.00,60.00--85.00
2021-01-10,110.00--120.00,75.00--90.00
2021-01-11,150.00--170.00,160.00--190.00
2021-01-12,220-230,160-200
2021-01-13,120.00--130.00,90.00--110.00
2021-01-15,120.00--130.00,90.00--120.00
2021-01-18,130.00--140.00,90.00--110.00
2021-01-19,130.00--140.00,100.00--130.00
2021-01-20,150.00--170.00,140.00--160.00
2021-01-21,130.00--140.00,120.00--150.00
2021-01-22,140.00--150.00,90.00--120.00
2021-01-25,130.00--140.00,110.00--130.00
2021-01-26,120.00--130.00,135.00--150.00
2021-01-27,140.00--150.00,180.00--200.00
2021-01-29,190.00--200.00,180.00--230.00
2021-02-02,150.00--160.00,130.00--170.00
2021-02-03,150.00--160.00,120.00--150.00
2021-02-07,120.00--130.00,130.00--140.00
2021-02-08,90.00--100.00,120.00--150.00
2021-02-09,80.00--90.00,70.00--90.00
2021-02-11,150.00--160.00,160.00--180.00
2021-02-12,220--240,180--220
2021-02-15,120.00--130.00,110.00--150.00
2021-02-16,140.00--150.00,120.00--150.00
2021-02-17,120.00--130.00,120.00--150.00
2021-02-18,130.00--140.00,100.00--140.00
2021-02-19,130.00--140.00,120.00--140.00
2021-02-22,120.00--130.00,100.00--130.00
2021-02-23,100.00--110.00,100.00--130.00
2021-02-24,110.00--120.00,100.00--130.00
2021-02-25,130.00--140.00,110.00--140.00
2021-03-02,130.00--140.00,130.00--180.00
2021-03-03,170.00--180.00,130.00--150.00
2021-03-05,130.00--140.00,
2021-03-08,100.00--110.00,110.00--130.00
2021-03-11,150.00--160.00,140.00--170.00
2021-03-12,220--230,220--250
2021-03-15,130.00--140.00,140.00--180.00
2021-03-16,130.00--140.00,120.00--150.00
2021-03-17,120.00--130.00,110.00--150.00
2021-03-18,120.00--130.00,120.00--160.00
2021-03-19,120.00--130.00,110.00--140.00
2021-03-22,130.00--140.00,110.00--140.00
2021-03-23,120.00--130.00,120.00--140.00
2021-03-24,120.00--130.00,100.00--140.00
2021-03-25,110.00--120.00,100.00--130.00
2021-03-26,120.00--130.00,110.00--140.00
2021-03-29,120.00--130.00,110.00--140.00
2021-03-30,120.00--130.00,100.00--130.00
2021-03-31,120.00--130.00,100.00--130.00
2021-04-01,100.00--120.00,90.00--110.00
2021-04-03,170.00--180.00,130.00--180.00
2021-04-05,120.00--130.00,
2021-04-08,90.00--100.00,100.00--130.00
2021-04-10,90.00--100.00,70.00--110.00
2021-04-19,130.00--140.00,130.00--160.00
2021-04-20,120.00--130.00,100.00--130.00
2021-04-21,130.00--140.00,100.00--130.00
2021-04-22,140.00--150.00,120.00--140.00
2021-04-23,130.00--140.00,120.00--150.00
2021-04-27,130.00--140.00,
2021-04-28,130.00--140.00,
2021-04-29,130.00--140.00,
2021-04-30,120.00--130.00,
2021-05-01,100.00--110.00,70.00--100.00
2021-05-02,130.00--140.00,130.00--170.00
2021-05-03,160.00--170.00,140.00--180.00
2021-05-04,130.00--140.00,80.00--120.00
2021-05-05,100.00--120.00,110.00--130.00
2021-05-07,100.00--120.00,130.00--140.00
2021-05-08,100.00--110.00,70.00--100.00
2021-05-10,80.00--90.00,70.00--100.00
2021-05-11,190.00--200.00,150.00--180.00
2021-05-13,120.00--130.00,110.00--140.00
2021-05-17,120.00--130.00,130.00--150.00
2021-05-18,120.00--130.00,140.00--160.00
2021-05-19,120.00--130.00,145.00--160.00
2021-05-20,130.00--140.00,140.00--160.00
2021-05-21,140.00--150.00,150.00--170.00
2021-06-01,100.00--110.00,90.00--100.00
2021-06-04,120.00--130.00,70.00--100.00
2021-06-05,100.00--110.00,100.00--120.00
2021-06-07,110.00--120.00,85.00--110.00
2021-06-08,110.00--120.00,90.00--110.00
2021-06-09,80.00--100.00,70.00--90.00
2021-06-10,80.00--90.00,70.00--100.00
2021-06-12,250--270,230--250
2021-06-18,130.00--140.00,120.00--130.00
2021-06-21,140.00--150.00,120.00--150.00
2021-06-22,140.00--150.00,140.00--150.00
2021-06-23,140.00--150.00,145.00--160.00
2021-06-25,160.00--170.00,140.00--150.00
2021-06-28,130.00--140.00,
2021-06-29,130.00--140.00,130.00--140.00
2021-06-30,120.00--130.00,110.00--150.00
2021-07-01,90.00--100.00,85.00--110.00
2021-07-04,120.00--130.00,80.00--110.00
2021-07-05,90.00--100.00,100.00--120.00
2021-07-07,100.00--120.00,100.00--120.00
2021-07-10,80.00--90.00,80.00--110.00
2021-07-12,270--280,250--290
